"","Pop","PPop_ipl_ori","PPop_npl_ori","PPop_ipl_tax","PPop_npl_tax","Size","ChgrateIPL"
"S848",7371975398,717815457.61987,1442187232.31669,301863520.233109,712948509.908319,848,-0.579469183856771
"S849",7371975398,717815457.61987,1442187232.31669,301875926.031886,712948509.908319,849,-0.579451901143442
"S850",7371975398,717815457.61987,1442187232.31669,301875926.031886,712948509.908319,850,-0.579451901143442
"S851",7371975398,717815457.61987,1442187232.31669,301870921.461698,713031082.161557,851,-0.579458873088857
"S852",7371975398,717815457.61987,1442187232.31669,301870921.461698,713031107.047362,852,-0.579458873088857
"S853",7371975398,717815457.61987,1442187232.31669,302026166.130854,713031107.047362,853,-0.579242599299391
"S854",7371975398,717815457.61987,1442187232.31669,302134463.1446,713022679.642158,854,-0.579091729026821
"S855",7371975398,717815457.61987,1442187232.31669,302134463.1446,712032990.491801,855,-0.579091729026821
"S856",7371975398,717815457.61987,1442187232.31669,302134463.1446,712033016.983142,856,-0.579091729026821
"S857",7371975398,717815457.61987,1442187232.31669,302134287.446723,712033016.983142,857,-0.579091973794297
"S858",7371975398,717815457.61987,1442187232.31669,302134287.446723,713518258.186035,858,-0.579091973794297
"S859",7371975398,717815457.61987,1442187232.31669,302216430.733242,713518258.186035,859,-0.578977538690334
"S860",7371975398,717815457.61987,1442187232.31669,302192319.94834,713518287.085679,860,-0.579011127803868
"S861",7371975398,717815457.61987,1442187232.31669,302192319.94834,713518287.085679,861,-0.579011127803868
"S862",7371975398,717815457.61987,1442187232.31669,302192319.94834,713518287.085679,862,-0.579011127803868
"S863",7371975398,717815457.61987,1442187232.31669,302179587.764037,713707779.270624,863,-0.579028865210004
"S864",7371975398,717815457.61987,1442187232.31669,302502489.428302,713707810.578572,864,-0.578579025824634
"S865",7371975398,717815457.61987,1442187232.31669,302603260.856281,713707810.578572,865,-0.578438639563918
"S866",7371975398,717815457.61987,1442187232.31669,302603260.856281,713707810.578572,866,-0.578438639563918
"S867",7371975398,717815457.61987,1442187232.31669,302603260.856281,713707810.578572,867,-0.578438639563918
"S868",7371975398,717815457.61987,1442187232.31669,302603260.856281,713664716.742166,868,-0.578438639563918
"S869",7371975398,717815457.61987,1442187232.31669,302602774.778449,713664750.458418,869,-0.578439316726588
"S870",7371975398,717815457.61987,1442187232.31669,302598366.472153,713690422.556884,870,-0.5784454580074
"S871",7371975398,717815457.61987,1442187232.31669,302598366.472153,713684765.774239,871,-0.5784454580074
"S872",7371975398,717815457.61987,1442187232.31669,302598366.472153,713879845.588601,872,-0.5784454580074
"S873",7371975398,717815457.61987,1442187232.31669,302598366.472153,713879881.713156,873,-0.5784454580074
"S874",7371975398,717815457.61987,1442187232.31669,302600429.266185,713879881.713156,874,-0.578442584296602
"S875",7371975398,717815457.61987,1442187232.31669,302597681.571504,713879881.713156,875,-0.578446412153262
"S876",7371975398,717815457.61987,1442187232.31669,302597681.571504,713879881.713156,876,-0.578446412153262
"S877",7371975398,717815457.61987,1442187232.31669,302598555.152364,713924704.881324,877,-0.578445195154031
"S878",7371975398,717815457.61987,1442187232.31669,302562794.374918,713924723.855584,878,-0.578495014055346
"S879",7371975398,717815457.61987,1442187232.31669,302562794.374918,713922231.738126,879,-0.578495014055346
"S880",7371975398,717815457.61987,1442187232.31669,302560482.84871,713922231.738126,880,-0.578498234278851
"S881",7371975398,717815457.61987,1442187232.31669,302560482.84871,713922231.738126,881,-0.578498234278851
"S882",7371975398,717815457.61987,1442187232.31669,302550308.912999,713895461.966094,882,-0.578512407748651
"S883",7371975398,717815457.61987,1442187232.31669,302549960.417799,713895461.966094,883,-0.578512893242793
"S884",7371975398,717815457.61987,1442187232.31669,302549960.417799,713895502.104488,884,-0.578512893242793
"S885",7371975398,717815457.61987,1442187232.31669,302561576.026553,713895485.163738,885,-0.578496711355609
"S886",7371975398,717815457.61987,1442187232.31669,302565188.42371,713895485.163738,886,-0.578491678868334
"S887",7371975398,717815457.61987,1442187232.31669,302565188.42371,714135827.502769,887,-0.578491678868334
"S888",7371975398,717815457.61987,1442187232.31669,302561288.310391,714135827.502769,888,-0.578497112177519
"S889",7371975398,717815457.61987,1442187232.31669,302561288.310391,714135870.049467,889,-0.578497112177519
"S890",7371975398,717815457.61987,1442187232.31669,302561288.310391,714135870.049467,890,-0.578497112177519
"S891",7371975398,717815457.61987,1442187232.31669,302561159.694951,715926491.62706,891,-0.57849729135371
"S892",7371975398,717815457.61987,1442187232.31669,302955995.801005,715926491.62706,892,-0.577947238966481
"S893",7371975398,717815457.61987,1442187232.31669,302959011.442183,715926491.62706,893,-0.577943037829342
"S894",7371975398,717815457.61987,1442187232.31669,302959011.442183,715929123.820613,894,-0.577943037829342
"S895",7371975398,717815457.61987,1442187232.31669,302961562.597166,715931350.221952,895,-0.577939483775224
"S896",7371975398,717815457.61987,1442187232.31669,302961562.597166,715931350.221952,896,-0.577939483775224
"S897",7371975398,717815457.61987,1442187232.31669,302961562.597166,715931350.221952,897,-0.577939483775224
"S898",7371975398,717815457.61987,1442187232.31669,302841671.288603,715892815.087749,898,-0.578106506242197
"S899",7371975398,717815457.61987,1442187232.31669,302841671.288603,715892815.087749,899,-0.578106506242197
"S900",7371975398,717815457.61987,1442187232.31669,302833098.082732,715892815.087749,900,-0.57811844971009
"S901",7371975398,717815457.61987,1442187232.31669,302832984.39587,715886428.665496,901,-0.578118608089044
"S902",7371975398,717815457.61987,1442187232.31669,302832984.39587,715886428.665496,902,-0.578118608089044
"S903",7371975398,717815457.61987,1442187232.31669,302832984.39587,715886428.665496,903,-0.578118608089044
"S904",7371975398,717815457.61987,1442187232.31669,302832984.39587,715886414.447366,904,-0.578118608089044
"S905",7371975398,717815457.61987,1442187232.31669,302829511.545499,715886414.447366,905,-0.578123446171499
"S906",7371975398,717815457.61987,1442187232.31669,302829511.545499,715879230.096276,906,-0.578123446171499
"S907",7371975398,717815457.61987,1442187232.31669,302829511.545499,715879230.096276,907,-0.578123446171499
"S908",7371975398,717815457.61987,1442187232.31669,302847080.037212,715924334.505003,908,-0.57809897122947
"S909",7371975398,717815457.61987,1442187232.31669,302847080.037212,716719051.14478,909,-0.57809897122947
"S910",7371975398,717815457.61987,1442187232.31669,302847080.037212,716548918.91508,910,-0.57809897122947
"S911",7371975398,717815457.61987,1442187232.31669,302850340.279212,716548918.91508,911,-0.57809442933508
"S912",7371975398,717815457.61987,1442187232.31669,302850340.279212,716548918.91508,912,-0.57809442933508
"S913",7371975398,717815457.61987,1442187232.31669,302850340.279212,716548918.91508,913,-0.57809442933508
"S914",7371975398,717815457.61987,1442187232.31669,302850340.279212,716539938.701755,914,-0.57809442933508
"S915",7371975398,717815457.61987,1442187232.31669,302844244.594601,716539925.391165,915,-0.578102921329152
"S916",7371975398,717815457.61987,1442187232.31669,302847200.251191,716539925.391165,916,-0.578098803757486
"S917",7371975398,717815457.61987,1442187232.31669,302840021.081206,716539925.391165,917,-0.578108805172067
"S918",7371975398,717815457.61987,1442187232.31669,302833256.612113,716539925.391165,918,-0.578118228860317
"S919",7371975398,717815457.61987,1442187232.31669,302833256.612113,714267999.45128,919,-0.578118228860317
"S920",7371975398,717815457.61987,1442187232.31669,302833172.782407,714298459.874475,920,-0.578118345644798
"S921",7371975398,717815457.61987,1442187232.31669,302833172.782407,714301323.282893,921,-0.578118345644798
"S922",7371975398,717815457.61987,1442187232.31669,303485274.174917,714083535.371038,922,-0.577209892942105
"S923",7371975398,717815457.61987,1442187232.31669,303485274.174917,714182338.490629,923,-0.577209892942105
"S924",7371975398,717815457.61987,1442187232.31669,303469029.005747,714182338.490629,924,-0.577232524342693
"S925",7371975398,717815457.61987,1442187232.31669,303469029.005747,714182325.482553,925,-0.577232524342693
"S926",7371975398,717815457.61987,1442187232.31669,303469029.005747,713871479.578137,926,-0.577232524342693
"S927",7371975398,717815457.61987,1442187232.31669,303470261.170588,713866185.534164,927,-0.577230807794479
"S928",7371975398,717815457.61987,1442187232.31669,303472893.217126,716727333.634353,928,-0.577227141049065
"S929",7371975398,717815457.61987,1442187232.31669,303473298.960672,716727390.630873,929,-0.577226575801352
"S930",7371975398,717815457.61987,1442187232.31669,303470386.521324,716727377.92531,930,-0.577230633166398
"S931",7371975398,717815457.61987,1442187232.31669,303470589.662377,716194551.917292,931,-0.577230350167403
"S932",7371975398,717815457.61987,1442187232.31669,303470846.558472,716194551.917292,932,-0.577229992281415
"S933",7371975398,717815457.61987,1442187232.31669,303470846.558472,716194551.917292,933,-0.577229992281415
"S934",7371975398,717815457.61987,1442187232.31669,303439524.99501,716194539.514242,934,-0.577273626843932
"S935",7371975398,717815457.61987,1442187232.31669,303439524.99501,716194539.514242,935,-0.577273626843932
"S936",7371975398,717815457.61987,1442187232.31669,303439524.99501,716194539.514242,936,-0.577273626843932
"S937",7371975398,717815457.61987,1442187232.31669,303436813.839032,716194599.721834,937,-0.577277403797953
"S938",7371975398,717815457.61987,1442187232.31669,303441677.01301,716190769.35043,938,-0.577270628833821
"S939",7371975398,717815457.61987,1442187232.31669,303441677.01301,716185985.777036,939,-0.577270628833821
"S940",7371975398,717815457.61987,1442187232.31669,303462210.748916,716185985.777036,940,-0.577242022963485
"S941",7371975398,717815457.61987,1442187232.31669,303463605.510644,716185985.777036,941,-0.577240079898992
"S942",7371975398,717815457.61987,1442187232.31669,303463724.320644,716238342.407188,942,-0.577239914382913
"S943",7371975398,717815457.61987,1442187232.31669,303463724.320644,716238342.407188,943,-0.577239914382913
"S944",7371975398,717815457.61987,1442187232.31669,303477647.204307,716238342.407188,944,-0.577220518194778
"S945",7371975398,717815457.61987,1442187232.31669,303445892.592208,716238405.023083,945,-0.577264756044161
"S946",7371975398,717815457.61987,1442187232.31669,303445401.715174,715898366.853184,946,-0.577265439892674
"S947",7371975398,717815457.61987,1442187232.31669,303445543.477106,715914430.872459,947,-0.577265242401898
"S948",7371975398,717815457.61987,1442187232.31669,303445543.477106,715914430.872459,948,-0.577265242401898
"S949",7371975398,717815457.61987,1442187232.31669,303440685.333118,715971213.224063,949,-0.577272010358671
"S950",7371975398,717815457.61987,1442187232.31669,303440685.333118,715969924.687784,950,-0.577272010358671
"S951",7371975398,717815457.61987,1442187232.31669,303440848.696868,715969924.687784,951,-0.577271782774062
"S952",7371975398,717815457.61987,1442187232.31669,303438178.730143,715969924.687784,952,-0.577275502346687
"S953",7371975398,717815457.61987,1442187232.31669,303315779.084173,715168690.398204,953,-0.577446019217938
"S954",7371975398,717815457.61987,1442187232.31669,303315966.032087,715168690.398204,954,-0.577445758777861
"S955",7371975398,717815457.61987,1442187232.31669,303316162.473621,715168690.398204,955,-0.57744548511207
"S956",7371975398,717815457.61987,1442187232.31669,303316162.473621,715150302.61951,956,-0.57744548511207
"S957",7371975398,717815457.61987,1442187232.31669,303897559.157349,715150291.729028,957,-0.57663553225085
"S958",7371975398,717815457.61987,1442187232.31669,303897559.157349,715150291.729028,958,-0.57663553225085
"S959",7371975398,717815457.61987,1442187232.31669,303897802.177804,715150291.729028,959,-0.576635193695233
"S960",7371975398,717815457.61987,1442187232.31669,303897802.177804,715150281.141059,960,-0.576635193695233
"S961",7371975398,717815457.61987,1442187232.31669,303898296.794198,715146395.067756,961,-0.576634504637358
"S962",7371975398,717815457.61987,1442187232.31669,303898272.678803,712800796.943804,962,-0.576634538232893
"S963",7371975398,717815457.61987,1442187232.31669,303898272.678803,712800786.658348,963,-0.576634538232893
"S964",7371975398,717815457.61987,1442187232.31669,303894340.849868,712800786.658348,964,-0.576640015725602
"S965",7371975398,717815457.61987,1442187232.31669,303894340.849868,712800786.658348,965,-0.576640015725602
"S966",7371975398,717815457.61987,1442187232.31669,303892676.390236,712800776.675406,966,-0.576642334510485
"S967",7371975398,717815457.61987,1442187232.31669,303892007.321737,712800776.675406,967,-0.576643266600331
"S968",7371975398,717815457.61987,1442187232.31669,303897057.040047,712800766.994977,968,-0.576636231758358
"S969",7371975398,717815457.61987,1442187232.31669,303897426.971184,712800766.994977,969,-0.576635716401475
"S970",7371975398,717815457.61987,1442187232.31669,303897426.971184,712800766.994977,970,-0.576635716401475
"S971",7371975398,717815457.61987,1442187232.31669,303897654.446842,712794097.380051,971,-0.576635399501559
"S972",7371975398,717815457.61987,1442187232.31669,303898058.805877,712794167.220858,972,-0.57663483618263
"S973",7371975398,717815457.61987,1442187232.31669,303922041.17684,715797612.522125,973,-0.576601425964573
"S974",7371975398,717815457.61987,1442187232.31669,303922041.17684,715768712.10348,974,-0.576601425964573
"S975",7371975398,717815457.61987,1442187232.31669,303920139.843394,715768712.10348,975,-0.576604074742091
"S976",7371975398,717815457.61987,1442187232.31669,303920139.843394,715768703.330591,976,-0.576604074742091
"S977",7371975398,717815457.61987,1442187232.31669,303920139.843394,715768703.330591,977,-0.576604074742091
"S978",7371975398,717815457.61987,1442187232.31669,303920616.433508,715768694.860216,978,-0.57660341079691
"S979",7371975398,717815457.61987,1442187232.31669,303917182.678223,715768694.860216,979,-0.576608194415385
"S980",7371975398,717815457.61987,1442187232.31669,303915516.47174,715768897.028563,980,-0.576610515633835
"S981",7371975398,717815457.61987,1442187232.31669,303903701.5098,715768897.028563,981,-0.576626975243076
"S982",7371975398,717815457.61987,1442187232.31669,303903701.5098,716096985.724672,982,-0.576626975243076
"S983",7371975398,717815457.61987,1442187232.31669,303903737.430827,716083134.788203,983,-0.576626925200928
"S984",7371975398,717815457.61987,1442187232.31669,303458397.059253,716274124.402768,984,-0.577247335874516
"S985",7371975398,717815457.61987,1442187232.31669,303458956.006299,716274124.402768,985,-0.577246557196598
"S986",7371975398,717815457.61987,1442187232.31669,303458956.006299,716274117.747474,986,-0.577246557196598
"S987",7371975398,717815457.61987,1442187232.31669,303458956.006299,716274117.747474,987,-0.577246557196598
"S988",7371975398,717815457.61987,1442187232.31669,303459803.638529,716288991.970345,988,-0.577245376346812
"S989",7371975398,717815457.61987,1442187232.31669,303459803.638529,716286133.78173,989,-0.577245376346812
"S990",7371975398,717815457.61987,1442187232.31669,303459844.595214,716286133.78173,990,-0.57724531928941
"S991",7371975398,717815457.61987,1442187232.31669,304163574.176731,716286133.78173,991,-0.576264942544877
"S992",7371975398,717815457.61987,1442187232.31669,304160938.622811,716286133.78173,992,-0.57626861417648
"S993",7371975398,717815457.61987,1442187232.31669,304159593.756149,716286209.241911,993,-0.576270487731372
"S994",7371975398,717815457.61987,1442187232.31669,304161976.222941,716239890.809057,994,-0.576267168679426
"S995",7371975398,717815457.61987,1442187232.31669,304359208.855674,716239890.809057,995,-0.575992400797739
"S996",7371975398,717815457.61987,1442187232.31669,304359940.617265,716239890.809057,996,-0.57599138136916
"S997",7371975398,717815457.61987,1442187232.31669,304359940.617265,715413942.889087,997,-0.57599138136916
"S998",7371975398,717815457.61987,1442187232.31669,304388891.69158,715411363.620468,998,-0.575951049172343
"S999",7371975398,717815457.61987,1442187232.31669,304388891.69158,715411363.620468,999,-0.575951049172343
"S1000",7371975398,717815457.61987,1442187232.31669,304392210.472128,715411363.620468,1000,-0.575946425726982
